"Mean_Log_Freq_HAL","Mean_LgSUBTLWF","Mean_OLD","Mean_PLD","Mean_BG_Mean","Mean_NPhon","Mean_NSyll","Mean_NMorph","Mean_I_Zscore","Mean_Obs","Mean_I_Mean_Accuracy","Mean_I_NMG_Zscore","Mean_I_NMG_Obs","Mean_I_NMG_Mean_Accuracy"
"10.623","3.466","2.014","1.884","3,944.554","4.577","1.759","1.409","-0.518","26.706","0.965","-0.487","#","0.991"
