"Mean_Log_Freq_HAL","Mean_LgSUBTLWF","Mean_OLD","Mean_PLD","Mean_BG_Mean","Mean_NPhon","Mean_NSyll","Mean_NMorph","Mean_I_Zscore","Mean_Obs","Mean_I_Mean_Accuracy","Mean_I_NMG_Zscore","Mean_I_NMG_Obs","Mean_I_NMG_Mean_Accuracy"
"9.297","2.918","2.059","1.856","3,760.067","4.717","1.832","1.230","-0.535","26.761","0.977","-0.444","#","0.992"
